Title,Year,Genre,Director,Cast,Runtime,Rating
Undertow,2010,Art&Foreign,Javier Fuentes-Len,Cristian Mercado,100,3.0789
Undertow,2010,Drama,Javier Fuentes-Len,Cristian Mercado,100,3.0789
Undertow,2010,Mystery,Javier Fuentes-Len,Cristian Mercado,100,3.0789
Underworld,2003,Action,Len Wiseman,Kate Beckinsale,121,3.44755
Underworld,2003,Horror,Len Wiseman,Kate Beckinsale,121,3.44755
Underworld,2003,SciFi,Len Wiseman,Kate Beckinsale,121,3.44755
Underworld: Awakening,2012,Action,Bjrn Stein,Kate Beckinsale,88,9.51202
Underworld: Awakening,2012,Horror,Bjrn Stein,Kate Beckinsale,88,9.51202
Underworld: Awakening,2012,SciFi,Bjrn Stein,Kate Beckinsale,88,9.51202
Underworld: Blood Wars,2017,Action,Anna Foerster,Kate Beckinsale,91,3.66117
Underworld: Blood Wars,2017,Drama,Anna Foerster,Kate Beckinsale,91,3.66117
Underworld: Blood Wars,2017,Horror,Anna Foerster,Kate Beckinsale,91,3.66117
Underworld: Blood Wars,2017,SciFi,Anna Foerster,Kate Beckinsale,91,3.66117
Underworld: Evolution,2006,Action,Len Wiseman,Kate Beckinsale,100,5.36367
Underworld: Evolution,2006,Horror,Len Wiseman,Kate Beckinsale,100,5.36367
Underworld: Evolution,2006,Mystery,Len Wiseman,Kate Beckinsale,100,5.36367
Underworld: Evolution,2006,SciFi,Len Wiseman,Kate Beckinsale,100,5.36367
Underworld: The Rise of the Lycans,2009,Action,Patrick Tatopoulos,Bill Nighy,93,9.24204
Underworld: The Rise of the Lycans,2009,Horror,Patrick Tatopoulos,Bill Nighy,93,9.24204
Underworld: The Rise of the Lycans,2009,SciFi,Patrick Tatopoulos,Bill Nighy,93,9.24204
Undiscovered,2005,Drama,Meiert Avis,Pell James,98,3.01855
Undiscovered,2005,Romance,Meiert Avis,Pell James,98,3.01855
Undisputed,2002,Action,Walter Hill,Wesley Snipes,94,5.39168
Undisputed,2002,Drama,Walter Hill,Wesley Snipes,94,5.39168
Undoing,2006,Drama,Chris Chan Lee,Russell Wong,90,8.81712
Undoing,2006,Mystery,Chris Chan Lee,Russell Wong,90,8.81712
Undrafted,2016,Comedy,Joseph Mazzello,Joseph Mazzello,100,1.32916
Undrafted,2016,Drama,Joseph Mazzello,Joseph Mazzello,100,1.32916
Undrafted,2016,Kids&Family,Joseph Mazzello,Joseph Mazzello,100,1.32916
Une femme marie: Suite de fragments d'un film tourn en 1964 (A Married Woman),1964,Art&Foreign,Jean-Luc Godard,Macha Mril,94,5.56813
Une femme marie: Suite de fragments d'un film tourn en 1964 (A Married Woman),1964,Drama,Jean-Luc Godard,Macha Mril,94,5.56813
Une Vieille Matresse (The Last Mistress) (An Old Mistress),2007,Art&Foreign,Catherine Breillat,Asia Argento,115,5.23027
Une Vieille Matresse (The Last Mistress) (An Old Mistress),2007,Drama,Catherine Breillat,Asia Argento,115,5.23027
Unexpected,2015,Drama,Kris Swanberg,Anders Holm,90,4.12918
Unfaithful,2002,Drama,Adrian Lyne,Diane Lane,124,6.85408
Unfaithful,2002,Mystery,Adrian Lyne,Diane Lane,124,6.85408
Unfaithfully Yours,1948,Classics,Preston Sturges,Rex Harrison,105,4.26652
Unfaithfully Yours,1948,Comedy,Preston Sturges,Rex Harrison,105,4.26652
Unfaithfully Yours,1948,Romance,Preston Sturges,Rex Harrison,105,4.26652
Unfinished Business,2015,Comedy,Ken Scott (V),Vince Vaughn,90,5.31735
Unfinished Song,2013,Comedy,Paul Andrew Williams,Terence Stamp,94,3.40097
Unfinished Song,2013,Drama,Paul Andrew Williams,Terence Stamp,94,3.40097
Unforgettable,1996,Action,John Dahl,Ray Liotta,116,9.24646
Unforgettable,2017,Drama,Denise Di Novi,Katherine Heigl,101,7.67898
Unforgettable,2017,Mystery,Denise Di Novi,Katherine Heigl,101,7.67898
Unforgettable,1996,SciFi,John Dahl,Ray Liotta,116,9.24646
Unforgivable,2012,Drama,Andr Tchin,Andr Dussollier,111,8.13564
Unforgivable,2012,Mystery,Andr Tchin,Andr Dussollier,111,8.13564
Unfriended,2015,Horror,Levan Gabriadze,Shelley Hennig,82,5.46245
Unfriended,2015,Mystery,Levan Gabriadze,Shelley Hennig,82,5.46245
Unfriended: Dark Web,2018,Horror,Stephen Susco,Colin Woodell,88,5.36455
Unhook the Stars,1996,Art&Foreign,Nick Cassavetes,Gena Rowlands,103,5.30339
Unhook the Stars,1996,Comedy,Nick Cassavetes,Gena Rowlands,103,5.30339
Unhook the Stars,1996,Drama,Nick Cassavetes,Gena Rowlands,103,5.30339
Union Square,2004,Documentary,Stephen J. Szklarski,Cheyenne,90,8.78295
Union Square,2012,Drama,Nancy Savoca,Mira Sorvino,80,7.57175
United 93,2006,Action,Paul Greengrass,Olivia Thirlby,111,4.14191
United 93,2006,Drama,Paul Greengrass,Olivia Thirlby,111,4.14191
United Passions,2015,Drama,Frdric Auburtin,Tim Roth,110,7.11022
United Red Army,2011,Art&Foreign,Koji Wakamatsu,Akie Namiki,190,5.69351
United Red Army,2011,Drama,Koji Wakamatsu,Akie Namiki,190,5.69351
Universal Soldier,1992,Action,Roland Emmerich,Jean-Claude Van Damme,98,6.56594
Universal Soldier,1992,SciFi,Roland Emmerich,Jean-Claude Van Damme,98,6.56594
Universal Soldier: Day of Reckoning,2012,Action,John Hyams,Jean-Claude Van Damme,93,2.85497
Universal Soldier: The Return,1999,Action,Mic Rodgers,Jean-Claude Van Damme,83,6.56794
Universal Soldier: The Return,1999,SciFi,Mic Rodgers,Jean-Claude Van Damme,83,6.56794
Unknown,2011,Drama,Jaume Collet-Serra,Diane Kruger,113,9.97873
Unknown,2011,Horror,Jaume Collet-Serra,Diane Kruger,113,9.97873
Unknown,2011,Mystery,Jaume Collet-Serra,Diane Kruger,113,9.97873
Unlawful Entry,1992,Action,Jonathan Kaplan,Kurt Russell,107,7.75647
Unlawful Entry,1992,Drama,Jonathan Kaplan,Kurt Russell,107,7.75647
Unlawful Entry,1992,Mystery,Jonathan Kaplan,Kurt Russell,107,7.75647
Unleashed,2005,Action,Louis Leterrier,Jet Li,102,8.80455
Unleashed,2017,Comedy,Finn Taylor,Kate Micucci,96,9.12638
Unleashed,2005,Drama,Louis Leterrier,Jet Li,102,8.80455
Unleashed,2005,Mystery,Louis Leterrier,Jet Li,102,8.80455
Unleashed,2017,Romance,Finn Taylor,Kate Micucci,96,9.12638
Unlocked,2017,Action,Michael Apted,Noomi Rapace,98,6.76366
Unlocked,2017,Mystery,Michael Apted,Noomi Rapace,98,6.76366
Unlovable,2018,Comedy,Suzi Yoonessi,Charlene deGuzman,82,5.27234
Unlovable,2018,Drama,Suzi Yoonessi,Charlene deGuzman,82,5.27234
Unmade Beds,2009,Comedy,Alexis Dos Santos,Dborah Franois,93,6.02721
Unmade Beds,2009,Drama,Alexis Dos Santos,Dborah Franois,93,6.02721
Unmistaken Child,2009,Art&Foreign,Nati Baratz,The Dalai Lama (XIV),102,7.48576
Unmistaken Child,2009,Documentary,Nati Baratz,The Dalai Lama (XIV),102,7.48576
Unsane,2018,Drama,Steven Soderbergh,Claire Foy,97,4.04382
Unsane,2018,Mystery,Steven Soderbergh,Claire Foy,97,4.04382
Unstoppable,2010,Action,Tony Scott,Denzel Washington,98,6.25244
Unstoppable,2010,Drama,Tony Scott,Denzel Washington,98,6.25244
Unstoppable,2010,Mystery,Tony Scott,Denzel Washington,98,6.25244
Unstrung Heroes,1995,Drama,Diane Keaton,Andie MacDowell,94,5.06176
Untamed Heart,1993,Drama,Tony Bill,Christian Slater,102,9.26372
Untamed Heart,1993,Romance,Tony Bill,Christian Slater,102,9.26372
Until the End of the World (Bis ans Ende der Welt),1992,Art&Foreign,Wim Wenders,Solveig Dommartin,279,5.9273
Until the End of the World (Bis ans Ende der Welt),1992,SciFi,Wim Wenders,Solveig Dommartin,279,5.9273
Until the Light Takes Us,2009,Documentary,Aaron Aites,Varg Vikernes,93,4.40055
Until They Sail,1957,Romance,Robert Wise,Jean Simmons,95,8.32251
Untraceable,2008,Drama,Gregory Hoblit,Diane Lane,101,7.07412
Untraceable,2008,Horror,Gregory Hoblit,Diane Lane,101,7.07412
Untraceable,2008,Mystery,Gregory Hoblit,Diane Lane,101,7.07412
Unzipped,1995,Documentary,Douglas Keeve,Cindy Crawford,73,9.02499
Up,2009,Action,Pete Docter,Edward Asner,89,8.27126
Up,2009,Comedy,Pete Docter,Edward Asner,89,8.27126
Up,2009,Kids&Family,Pete Docter,Edward Asner,89,8.27126
Up and Down (Horem Pdem) (Loop the Loop),2004,Art&Foreign,Jan Hrebejk,Petr Forman,108,3.92082
Up and Down (Horem Pdem) (Loop the Loop),2004,Comedy,Jan Hrebejk,Petr Forman,108,3.92082
Up and Down (Horem Pdem) (Loop the Loop),2004,Drama,Jan Hrebejk,Petr Forman,108,3.92082
Up Close & Personal,1996,Drama,Jon Avnet,Robert Redford,124,4.33263
Up Close & Personal,1996,Romance,Jon Avnet,Robert Redford,124,4.33263
Up for Grabs,2005,Comedy,Michael Wranovics,Alex Popov,90,6.12514
Up for Grabs,2005,Documentary,Michael Wranovics,Alex Popov,90,6.12514
Up in Smoke,1978,Action,Lou Adler,Cheech Marin,86,4.33076
Up in the Air,2009,Comedy,Jason Reitman,George Clooney,109,7.90221
Up in the Air,2009,Drama,Jason Reitman,George Clooney,109,7.90221
Up in the Air,2009,Romance,Jason Reitman,George Clooney,109,7.90221
Up the Academy,1980,Comedy,Robert Downey Sr.,Wendell Brown,87,9.44969
Up the Down Staircase,1967,Classics,Robert Mulligan,Sandy Dennis,124,2.7589
Up the Down Staircase,1967,Drama,Robert Mulligan,Sandy Dennis,124,2.7589
Up the Yangtze,2007,Documentary,Yung Chang,Yu Shui,93,1.82007
Upgrade,2018,Action,Leigh Whannell,Logan Marshall-Green,95,9.02199
Upgrade,2018,Horror,Leigh Whannell,Logan Marshall-Green,95,9.02199
Upgrade,2018,SciFi,Leigh Whannell,Logan Marshall-Green,95,9.02199
Uprising,2001,Drama,Jon Avnet,Hank Azaria,210,7.08559
Upside Down,2013,Drama,Juan Diego Solanas,Jim Sturgess,107,6.93591
Upside Down,2013,Romance,Juan Diego Solanas,Jim Sturgess,107,6.93591
Upside Down,2013,SciFi,Juan Diego Solanas,Jim Sturgess,107,6.93591
Upstream Color,2013,Drama,Shane Carruth,Amy Seimetz,96,7.6269
Upstream Color,2013,Mystery,Shane Carruth,Amy Seimetz,96,7.6269
Upstream Color,2013,Romance,Shane Carruth,Amy Seimetz,96,7.6269
Uptown Saturday Night,1974,Classics,Sidney Poitier,Sidney Poitier,104,6.55022
Uptown Saturday Night,1974,Comedy,Sidney Poitier,Sidney Poitier,104,6.55022
Urban Cowboy,1980,Drama,James Bridges,John Travolta,135,4.42312
Urban Hymn,2017,Art&Foreign,Michael Caton-Jones,Shirley Henderson,114,1.23592
Urban Hymn,2017,Drama,Michael Caton-Jones,Shirley Henderson,114,1.23592
Urban Legend,1998,Horror,Jamie Blanks,Alicia Witt,100,2.73664
Urban Legend,1998,Mystery,Jamie Blanks,Alicia Witt,100,2.73664
Urban Legends: Bloody Mary,2005,Horror,Mary Lambert,Kate Mara,98,9.71802
Urban Legends: Final Cut,2000,Horror,John Ottman,Jennifer Morrison,99,4.63722
Urbanized,2011,Documentary,Gary Hustwit,Rem Koolhaas,82,3.37028
Urge,2016,Mystery,Aaron Kaufman,Pierce Brosnan,89,1.48226
Urok (The Lesson),2015,Art&Foreign,Kristina Grozeva,Margita Gosheva,105,4.79173
Urok (The Lesson),2015,Drama,Kristina Grozeva,Margita Gosheva,105,4.79173
Us & Them,2018,Drama,Rene Liu,Jing Boran,120,5.94764
Us & Them,2018,Romance,Rene Liu,Jing Boran,120,5.94764
Us and Them,2018,Art&Foreign,Joseph Martin,Jack Roth (IV),83,8.21247
Us and Them,2018,Horror,Joseph Martin,Jack Roth (IV),83,8.21247
Us and Them,2018,Mystery,Joseph Martin,Jack Roth (IV),83,8.21247
Used Cars,1980,Comedy,Robert Zemeckis,Jack Warden,113,3.13473
Used People,1992,Comedy,Beeban Kidron,Shirley MacLaine,115,3.23543
Used People,1992,Romance,Beeban Kidron,Shirley MacLaine,115,3.23543
Ushpizin,2005,Drama,Gidi Dar,Shuli Rand,91,5.18458
USS Indianapolis: Men of Courage,2016,Action,Mario Van Peebles,Nicolas Cage,135,5.50347
USS Indianapolis: Men of Courage,2016,Drama,Mario Van Peebles,Nicolas Cage,135,5.50347
U-Turn,1997,Action,Oliver Stone,Sean Penn,121,9.22329
U-Turn,1997,Comedy,Oliver Stone,Sean Penn,121,9.22329
U-Turn,1997,Mystery,Oliver Stone,Sean Penn,121,9.22329
V for Vendetta,2006,Action,James McTeigue,Natalie Portman,145,5.87171
V for Vendetta,2006,Drama,James McTeigue,Natalie Portman,145,5.87171
V for Vendetta,2006,Mystery,James McTeigue,Natalie Portman,145,5.87171
V for Vendetta,2006,SciFi,James McTeigue,Natalie Portman,145,5.87171
V.I. Warshawski,1991,Action,Jeff Kanew,Kathleen Turner,89,6.9989
V.I. Warshawski,1991,Comedy,Jeff Kanew,Kathleen Turner,89,6.9989
V.I. Warshawski,1991,Drama,Jeff Kanew,Kathleen Turner,89,6.9989
V.I. Warshawski,1991,Mystery,Jeff Kanew,Kathleen Turner,89,6.9989
V/H/S,2012,Horror,Adam Wingard,Adam Wingard,115,5.90499
V/H/S,2012,Mystery,Adam Wingard,Adam Wingard,115,5.90499
V/H/S/2,2013,Horror,Simon Barrett,Lawrence Michael Levine,96,1.42634
V/H/S/2,2013,Mystery,Simon Barrett,Lawrence Michael Levine,96,1.42634
V/H/S: Viral,2014,Horror,Gregg Bishop,Emmy Argo,97,5.52642
V/H/S: Viral,2014,Mystery,Gregg Bishop,Emmy Argo,97,5.52642
Va Savoir,2001,Art&Foreign,Jacques Rivette,Jeanne Balibar,154,8.00138
Va Savoir,2001,Comedy,Jacques Rivette,Jeanne Balibar,154,8.00138
Va Savoir,2001,Drama,Jacques Rivette,Jeanne Balibar,154,8.00138
Va Savoir,2001,Romance,Jacques Rivette,Jeanne Balibar,154,8.00138
Vacancy,2007,Horror,Nimrd Antal,Luke Wilson,85,4.85647
Vacancy,2007,Mystery,Nimrd Antal,Luke Wilson,85,4.85647
Vacation,2015,Action,Jonathan M. Goldstein,Ed Helms,99,4.88526
Vacation,2015,Comedy,Jonathan M. Goldstein,Ed Helms,99,4.88526
Vacationland,2006,Art&Foreign,Todd Verow,Brad Hallowell,104,6.74572
Vacationland,2006,Drama,Todd Verow,Brad Hallowell,104,6.74572
Valentin,2004,Art&Foreign,Alejandro Agresti,Rodrigo Noya,86,7.94337
Valentin,2004,Comedy,Alejandro Agresti,Rodrigo Noya,86,7.94337
Valentin,2004,Drama,Alejandro Agresti,Rodrigo Noya,86,7.94337
Valentine,2001,Horror,Jamie Blanks,Denise Richards,96,5.27065
Valentine,2001,Mystery,Jamie Blanks,Denise Richards,96,5.27065
Valentine's Day,2010,Romance,Garry Marshall,Jessica Alba,123,8.25702
Valentino: The Last Emperor,2009,Documentary,Matt Tynauer,Valentino Garavani,96,7.70285
Valerian and the City of a Thousand Planets,2017,Action,Luc Besson,Dane DeHaan,137,3.34152
Valerian and the City of a Thousand Planets,2017,Drama,Luc Besson,Dane DeHaan,137,3.34152
Valerian and the City of a Thousand Planets,2017,SciFi,Luc Besson,Dane DeHaan,137,3.34152
Valerie and Her Week of Wonders,1970,Art&Foreign,Jaromil Jires,Jaroslava Schallerov,85,7.89195
Valerie and Her Week of Wonders,1970,Drama,Jaromil Jires,Jaroslava Schallerov,85,7.89195
Valerie and Her Week of Wonders,1970,Horror,Jaromil Jires,Jaroslava Schallerov,85,7.89195
Valerie and Her Week of Wonders,1970,SciFi,Jaromil Jires,Jaroslava Schallerov,85,7.89195
Valhalla Rising,2010,Action,Nicolas Winding Refn,Mads Mikkelsen,90,7.89293
Valiant,2005,Comedy,Gary Chapman,Ewan McGregor,76,3.4325
Valiant,2005,Kids&Family,Gary Chapman,Ewan McGregor,76,3.4325
Valkyrie,2008,Drama,Bryan Singer,Tom Cruise,120,8.83776
Valkyrie,2008,Mystery,Bryan Singer,Tom Cruise,120,8.83776
Valley of the Dolls,1967,Classics,Mark Robson,Barbara Parkins,123,1.96691
Valley of the Dolls,1967,Drama,Mark Robson,Barbara Parkins,123,1.96691
Valmont,1989,Drama,Milos Forman,Colin Firth,137,1.53955
Valmont,1989,Romance,Milos Forman,Colin Firth,137,1.53955
Vamp,1986,Comedy,Richard Wenk,Chris Makepeace,93,9.38474
Vamp,1986,Horror,Richard Wenk,Chris Makepeace,93,9.38474
Vampira And Me,2013,Documentary,R.H. Greene,Vampira (Maila Nurmi),106,8.36422
Vampire Academy,2014,Action,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,Comedy,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,Drama,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,Horror,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,Mystery,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,Romance,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire Academy,2014,SciFi,Mark Waters (VIII),Zoey Deutch,105,8.03692
Vampire in Brooklyn,1995,Comedy,Wes Craven,Eddie Murphy,100,8.65311
Vampire in Brooklyn,1995,Horror,Wes Craven,Eddie Murphy,100,8.65311
Vampire's Kiss,1989,Comedy,Robert Bierman,Nicolas Cage,103,3.97801
Vampire's Kiss,1989,Horror,Robert Bierman,Nicolas Cage,103,3.97801
Vampire's Seduction,2001,Horror,John Bacchus,Tina Krause,110,5.76788
Vampires: Los Muertos,2002,Action,Tommy Lee Wallace,Jon Bon Jovi,93,3.94806
Vampires: Los Muertos,2002,Horror,Tommy Lee Wallace,Jon Bon Jovi,93,3.94806
Vamps,2012,Comedy,Amy Heckerling,Alicia Silverstone,90,9.53067
Vamps,2012,Romance,Amy Heckerling,Alicia Silverstone,90,9.53067
Vampyr - Der Traum des Allan Grey,1932,Art&Foreign,Carl Theodor Dreyer,Sybille Schmitz,75,7.12567
Vampyr - Der Traum des Allan Grey,1932,Horror,Carl Theodor Dreyer,Sybille Schmitz,75,7.12567
Vampyr - Der Traum des Allan Grey,1932,SciFi,Carl Theodor Dreyer,Sybille Schmitz,75,7.12567
Vampyros Lesbos (Lesbian Vampires: The Heiress of Dracula),1970,Art&Foreign,Jess Franco,Susann Korda,89,6.86496
Vampyros Lesbos (Lesbian Vampires: The Heiress of Dracula),1970,Horror,Jess Franco,Susann Korda,89,6.86496
Van Gogh,1992,Art&Foreign,Maurice Pialat,Jacques Dutronc,158,6.58263
Van Gogh,1992,Drama,Maurice Pialat,Jacques Dutronc,158,6.58263
Van Helsing,2004,Action,Stephen Sommers,Hugh Jackman,145,6.2598
Van Helsing,2004,Horror,Stephen Sommers,Hugh Jackman,145,6.2598
Van Wilder: The Rise of Taj (Van Wilder 2),2006,Comedy,Mort Nathan,Kal Penn,97,2.32843
Vanilla Sky,2001,Drama,Cameron Crowe,Tom Cruise,136,8.67366
Vanilla Sky,2001,Mystery,Cameron Crowe,Tom Cruise,136,8.67366
Vanilla Sky,2001,SciFi,Cameron Crowe,Tom Cruise,136,8.67366
Vanishing On 7th Street,2011,Horror,Brad Anderson,Hayden Christensen,91,5.33197
Vanishing On 7th Street,2011,Mystery,Brad Anderson,Hayden Christensen,91,5.33197
Vanishing Waves,2013,Mystery,Kristina Buozyte,Marius Jampolskis,124,5.82793
Vanishing Waves,2013,Romance,Kristina Buozyte,Marius Jampolskis,124,5.82793
Vanishing Waves,2013,SciFi,Kristina Buozyte,Marius Jampolskis,124,5.82793
Vanity Fair,2004,Action,Mira Nair,Reese Witherspoon,141,1.69844
Vanity Fair,2004,Comedy,Mira Nair,Reese Witherspoon,141,1.69844
Vanity Fair,2004,Drama,Mira Nair,Reese Witherspoon,141,1.69844
Vanity Fair,2004,Romance,Mira Nair,Reese Witherspoon,141,1.69844
Vantage Point,2008,Action,Pete Travis,Dennis Quaid,90,3.9243
Vantage Point,2008,Drama,Pete Travis,Dennis Quaid,90,3.9243
Vantage Point,2008,Mystery,Pete Travis,Dennis Quaid,90,3.9243
Vanya on 42nd Street,1995,Comedy,Louis Malle,Wallace Shawn,119,2.01608
Vanya on 42nd Street,1995,Drama,Louis Malle,Wallace Shawn,119,2.01608
Varsity Blues,1999,Drama,Brian Robbins,James Van Der Beek,104,3.58271
Vatel,2000,Art&Foreign,Roland Joff,Grard Depardieu,103,5.59173
Vatel,2000,Drama,Roland Joff,Grard Depardieu,103,5.59173
Vazante,2018,Action,Daniela Thomas,Adriano Carvalho,116,8.59479
Vazante,2018,Art&Foreign,Daniela Thomas,Adriano Carvalho,116,8.59479
Vazante,2018,Drama,Daniela Thomas,Adriano Carvalho,116,8.59479
Veer-Zaara,2004,Art&Foreign,Yash Chopra,Shah Rukh Khan,192,7.4522
Veer-Zaara,2004,Romance,Yash Chopra,Shah Rukh Khan,192,7.4522
Vegas Vacation,1997,Comedy,Stephen Kessler,Chevy Chase,95,7.41925
Vehicle 19,2013,Mystery,Mukunda Michael Dewil,Paul Walker,85,3.8021
Velvet Goldmine,1998,Drama,Todd Haynes,Ewan McGregor,119,6.56481
Vendetta,2013,Action,Stephen Reynolds,Danny Dyer,106,4.96795
Vengeance (Fuk sau),2010,Action,Johnnie To,Johnny Hallyday,108,4.6551
Vengeance (Fuk sau),2010,Art&Foreign,Johnnie To,Johnny Hallyday,108,4.6551
Vengeance (Fuk sau),2010,Mystery,Johnnie To,Johnny Hallyday,108,4.6551
Vengeance Is Mine,1979,Art&Foreign,Shohei Imamura,Ken Ogata,139,7.59097
Vengeance Is Mine,1979,Drama,Shohei Imamura,Ken Ogata,139,7.59097
Vengeance Is Mine,1979,Mystery,Shohei Imamura,Ken Ogata,139,7.59097
Venkovsk Ucitel (The Country Teacher),2008,Art&Foreign,Bohdan Slma,Pavel Liska,117,1.02737
Venkovsk Ucitel (The Country Teacher),2008,Drama,Bohdan Slma,Pavel Liska,117,1.02737
Venom,2005,Horror,Jim Gillespie,Agnes Bruckner,85,5.10844
Venom,2005,Mystery,Jim Gillespie,Agnes Bruckner,85,5.10844
Venus,2006,Comedy,Roger Michell,Peter O'Toole,95,1.80032
Venus,2006,Drama,Roger Michell,Peter O'Toole,95,1.80032
Venus,2006,Romance,Roger Michell,Peter O'Toole,95,1.80032
Venus And Serena,2013,Documentary,Maiken Baird,Venus Williams,99,3.04694
Venus in Fur,2014,Comedy,Roman Polanski,Emmanuelle Seigner,96,2.34757
Venus in Fur,2014,Drama,Roman Polanski,Emmanuelle Seigner,96,2.34757
Vera Cruz,1954,Action,Robert Aldrich,Burt Lancaster,94,1.19655
Vera Cruz,1954,Classics,Robert Aldrich,Burt Lancaster,94,1.19655
Vera Drake,2004,Drama,Mike Leigh,Imelda Staunton,124,7.52151
Verdict on Auschwitz: The Frankfurt Trial 1963-1965,2007,Art&Foreign,Rolf Bickel,Herman Langbein,180,2.33842
Verdict on Auschwitz: The Frankfurt Trial 1963-1965,2007,Documentary,Rolf Bickel,Herman Langbein,180,2.33842
Vernon Florida,1981,Documentary,Errol Morris,George Harris,56,7.7227
Veronica Guerin,2003,Art&Foreign,Joel Schumacher,Cate Blanchett,98,1.02451
Veronica Guerin,2003,Drama,Joel Schumacher,Cate Blanchett,98,1.02451
Veronica Mars,2014,Comedy,Rob Thomas (II),Kristen Bell,108,6.01496
Veronica Mars,2014,Drama,Rob Thomas (II),Kristen Bell,108,6.01496
Veronica Mars,2014,Mystery,Rob Thomas (II),Kristen Bell,108,6.01496
Vertical Limit,2000,Action,Martin Campbell,Chris O'Donnell,124,8.63187
Vertical Limit,2000,Drama,Martin Campbell,Chris O'Donnell,124,8.63187
Vertige (High Lane),2009,Action,Abel Ferry,Johan Liberau,84,2.24067
Vertige (High Lane),2009,Art&Foreign,Abel Ferry,Johan Liberau,84,2.24067
Vertige (High Lane),2009,Horror,Abel Ferry,Johan Liberau,84,2.24067
Vertige (High Lane),2009,Mystery,Abel Ferry,Johan Liberau,84,2.24067
Vertigo,1958,Classics,Alfred Hitchcock,James Stewart,128,1.14971
Vertigo,1958,Mystery,Alfred Hitchcock,James Stewart,128,1.14971
Vertigo,1958,Romance,Alfred Hitchcock,James Stewart,128,1.14971
Very Bad Things,1998,Comedy,Peter Berg,Cameron Diaz,111,5.80805
Very Good Girls,2014,Drama,Naomi Foner,Dakota Fanning,91,6.8312
Veteran,2015,Drama,Seung-wan Ryoo,Jung-min Hwang,124,2.86013
Vice,2015,Action,Brian A. Miller,Thomas Jane,96,8.72555
Vice,2015,SciFi,Brian A. Miller,Thomas Jane,96,8.72555
Vice Versa,1988,Kids&Family,Brian Gilbert,Judge Reinhold,99,5.28905
Vice Versa,1988,SciFi,Brian Gilbert,Judge Reinhold,99,5.28905
Viceroy's House,2017,Art&Foreign,Gurinder Chadha,Hugh Bonneville,107,3.24092
Viceroy's House,2017,Drama,Gurinder Chadha,Hugh Bonneville,107,3.24092
Vicky Cristina Barcelona,2008,Drama,Woody Allen,Javier Bardem,96,7.32784
Vicky Cristina Barcelona,2008,Romance,Woody Allen,Javier Bardem,96,7.32784
Victim,2011,Action,Alex Pillai,Ashley Chin,86,3.44592
Victim,1961,Art&Foreign,Basil Dearden,Dirk Bogarde,90,6.19301
Victim,1961,Classics,Basil Dearden,Dirk Bogarde,90,6.19301
Victim,2011,Drama,Alex Pillai,Ashley Chin,86,3.44592
Victim,2011,Mystery,Alex Pillai,Ashley Chin,86,3.44592
Victor Crowley,2017,Comedy,Adam Green,Dave Sheridan,93,4.49108
Victor Crowley,2017,Horror,Adam Green,Dave Sheridan,93,4.49108
Victor Frankenstein,2015,Drama,Paul McGuigan,James McAvoy,109,1.69912
Victor Victoria,1982,Comedy,Blake Edwards,Julie Andrews,133,6.21039
Victor Victoria,1982,Romance,Blake Edwards,Julie Andrews,133,6.21039
Victoria,2015,Drama,Sebastian Schipper,Laia Costa,140,6.05969
Victory,1981,Action,John Huston,Sylvester Stallone,116,7.13967
Vida Sin Rumbo,1983,Action,Kathryn Bigelow,Willem Dafoe,85,6.8568
Vida Sin Rumbo,1983,Art&Foreign,Kathryn Bigelow,Willem Dafoe,85,6.8568
Vida Sin Rumbo,1983,Drama,Kathryn Bigelow,Willem Dafoe,85,6.8568
Vidal Sassoon: The Movie,2011,Documentary,Craig Teper,Vidal Sassoon,90,9.75758
Video Games: The Movie,2014,Documentary,Jeremy Snead,Sean Astin,105,4.38879
Videocracy,2009,Documentary,Erik Gandini,Erik Gandini,84,2.88975
Videodrome,1983,Horror,David Cronenberg,James Woods,89,2.14182
Videodrome,1983,SciFi,David Cronenberg,James Woods,89,2.14182
View from the Top,2003,Comedy,Bruno Barreto,Gwyneth Paltrow,87,7.06595
Vigilante,1983,Action,William Lustig,Robert Forster,95,3.79437
Vigilante,1983,Drama,William Lustig,Robert Forster,95,3.79437
Vigilante Diaries,2016,Action,Christian Sesma,Paul Sloan,108,4.28239
Viking Destiny (Of Gods and Warriors),2018,Action,David L.G. Hughes,Martyn Ford,90,7.95524
Viking Destiny (Of Gods and Warriors),2018,SciFi,David L.G. Hughes,Martyn Ford,90,7.95524
Vikingdom,2013,Action,Yusry Abdul Halim,Dominic Purcell,114,7.6564
Vikings: Journey to New Worlds,2004,Documentary,Marc Fafard,Nicholas Simard,40,8.30551
Viktor,2014,Action,Philippe Martinez,Grard Depardieu,97,5.32968
Viktor,2014,Mystery,Philippe Martinez,Grard Depardieu,97,5.32968
Village of the Damned,1960,Horror,Wolf Rilla,George Sanders,78,4.00052
